CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_CATEGORIA_ADMINISTRATIVA;TP_REDE;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;ANO_BASE;IN_COMUNITARIA;IN_CONFESSIONAL;QT_ING_RVPPI;QT_ING_RVQUILO;QT_ING_RVREFU;QT_ING_RVPOVT;QT_ING_RVIDOSO;QT_ING_RVINTERN;QT_ING_RVMEDAL;QT_ING_RVTRANS;QT_MAT_RVPPI;QT_MAT_RVQUILO;QT_MAT_RVREFU;QT_MAT_RVPOVT;QT_MAT_RVIDOSO;QT_MAT_RVINTERN;QT_MAT_RVMEDAL;QT_MAT_RVTRANS;QT_CONC_RVPPI;QT_CONC_RVQUILO;QT_CONC_RVREFU;QT_CONC_RVPOVT;QT_CONC_RVIDOSO;QT_CONC_RVINTERN;QT_CONC_RVMEDAL;QT_CONC_RVTRANS
3;35;3513405;0;2;3;5;2;1304744;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9;2;0;0;11;11;0;0;0;0;0;0;0;0;0;0;8;0;2;0;1;0;0;3;1;0;0;0;7;28;23;5;0;0;0;12;4;2;2;7;1;0;9;1;3;0;0;15;2;2;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;11;0;28;0;2;0;0;0;0;0;11;0;0;0;0;11;0;0;11;0;28;0;0;0;0;28;0;0;28;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;27;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.45454545454545453;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3513504;0;1;4;1;1;1419616;"""0115L13""";01;011;0115;2;1;1;1;1;59;59;0;0;40;0;19;0;81;81;0;0;69;0;12;0;41;27;14;41;0;40;0;31;0;9;0;0;0;1;0;0;0;22;5;3;2;2;4;3;14;11;15;0;0;1;118;88;30;118;0;0;89;11;5;5;3;3;2;54;18;42;1;0;3;20;17;3;20;0;0;17;2;1;0;0;0;0;13;1;6;0;0;0;41;0;118;0;20;0;7;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;7;0;6;0;50;50;22;3;24;0;10;10;5;0;6;0;32;9;0;86;32;0;15;5;0;0;0;0;0;47;16;43;6;24;1;22;7;0;0;0;0;1.2682926829268293;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3513504;0;2;1;2;1;1522594;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;14;4;0;0;18;18;0;0;0;0;0;0;0;0;0;0;1;4;1;3;6;3;0;8;2;8;0;0;0;26;20;6;0;0;0;1;4;1;6;10;4;0;15;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3888888888888889;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3513801;0;2;1;2;1;1522594;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;23;5;0;0;28;28;0;0;0;0;0;0;0;0;0;0;5;4;1;4;10;3;1;11;4;13;0;0;0;36;28;8;0;0;0;5;4;2;4;15;5;1;15;7;14;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;28;0;36;0;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;4;0;29;7;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.32142857142857145;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3513801;0;2;1;4;2;1420105;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9;2;0;0;9;9;0;0;0;0;0;0;2;0;0;0;4;1;1;2;3;0;0;3;0;3;0;0;5;7;5;2;0;0;0;3;0;1;2;1;0;0;2;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;7;0;0;0;1;1;1;0;7;0;0;0;0;7;0;0;5;2;3;0;0;0;0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2727272727272727;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3513801;0;2;1;4;2;100307;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;6;0;0;12;7;5;0;1;0;0;0;0;0;0;0;4;2;0;2;3;1;0;8;0;4;0;0;0;5;1;4;0;0;0;1;1;0;1;2;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;5;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6666666666666666;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3515004;0;2;1;2;1;1522594;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;17;4;0;0;21;21;0;0;0;0;0;0;0;0;0;0;2;2;4;1;11;1;0;5;3;12;0;1;0;31;23;8;0;0;0;4;3;6;2;14;2;0;8;5;17;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;29;2;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;0;0;0;0;0.2857142857142857;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3515152;0;1;2;5;2;45753;"""0115L04""";01;011;0115;2;0;1;1;1;40;0;40;0;40;0;0;0;84;0;84;0;84;0;0;0;14;5;9;0;14;14;14;0;0;0;0;0;0;0;0;0;0;7;6;0;1;0;0;0;5;0;4;0;0;5;19;11;8;0;19;0;13;6;0;0;0;0;0;10;0;3;1;0;5;5;5;0;0;5;0;5;0;0;0;0;0;0;3;0;1;1;0;0;12;2;18;1;5;0;0;0;0;0;3;2;1;1;0;1;1;0;0;0;4;3;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7;1;8;11;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7857142857142857;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3515152;0;1;2;5;2;34704;"""0115L13""";01;011;0115;2;0;1;1;1;40;0;40;0;40;0;0;0;79;0;79;0;79;0;0;0;15;11;4;0;15;15;15;0;0;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;2;1;6;0;0;6;37;28;9;0;37;0;28;4;2;3;0;0;0;12;4;14;0;0;7;8;7;1;0;8;0;7;0;0;1;0;0;0;6;0;2;0;0;0;15;0;36;1;7;1;0;0;0;0;2;0;0;0;0;2;2;0;0;0;9;4;0;4;0;6;6;0;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;0;22;15;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8666666666666667;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3515152;0;2;2;5;2;1438434;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;4;0;0;11;11;0;0;0;0;0;0;0;0;0;0;6;4;1;0;0;0;0;4;4;2;0;0;1;7;4;3;0;0;0;4;2;1;0;0;0;0;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;1;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2727272727272727;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3515186;0;1;2;5;2;34539;"""0115L15""";01;011;0115;2;0;1;1;1;50;0;50;0;50;0;0;0;14;0;14;0;14;0;0;0;14;10;4;0;14;14;3;1;0;10;0;0;0;0;0;0;0;10;1;2;0;1;0;0;12;0;2;0;0;0;44;32;12;0;44;0;35;2;5;1;1;0;0;36;2;6;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;14;0;44;0;1;0;0;0;0;0;7;7;0;0;7;0;0;0;0;0;25;25;0;0;25;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;39;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35714285714285715;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3515509;0;1;3;5;2;19867;"""0115L15""";01;011;0115;2;0;1;1;1;50;0;50;0;50;0;0;0;22;0;22;0;22;0;0;0;21;17;4;0;21;21;21;0;0;0;0;0;0;0;0;0;0;11;7;2;0;1;0;0;16;2;3;0;0;0;35;29;6;0;35;0;21;4;4;1;4;1;0;22;2;5;2;0;4;13;11;2;0;13;0;7;0;2;1;3;0;0;7;0;2;0;0;4;21;0;35;0;13;0;0;0;0;0;3;0;0;0;0;3;0;0;3;0;8;0;0;0;0;8;3;0;5;0;4;0;0;0;0;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3;0;30;5;0;12;1;0;0;0;0;0;0;0;0;0;36;17;34;12;0;0;0;0;0.2857142857142857;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3515707;0;2;1;2;1;1522594;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;12;6;0;0;18;18;0;0;0;0;0;0;0;0;0;0;6;4;2;2;1;3;0;10;1;7;0;0;0;17;11;6;0;0;0;6;3;2;2;1;3;0;9;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5;0;13;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05555555555555555;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3516200;0;1;1;4;2;22367;"""0115L15""";01;011;0115;2;0;1;1;1;123;0;123;0;120;0;3;0;136;0;136;0;83;0;53;0;30;21;9;0;30;27;27;10;0;0;0;0;0;3;0;0;0;24;3;1;1;0;0;1;15;3;8;0;0;4;35;28;7;0;35;0;27;4;1;2;0;0;1;20;3;9;0;0;3;6;4;2;0;6;0;2;2;1;1;0;0;0;3;1;2;0;0;0;30;0;35;0;6;0;1;1;1;0;17;0;0;0;0;17;3;0;4;13;18;0;0;0;0;18;3;0;6;12;2;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;34;1;0;6;0;0;0;0;0;0;0;0;0;0;50;25;34;6;0;0;0;0;0.6666666666666666;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3516200;0;2;1;2;1;1522594;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;25;7;0;0;32;32;0;0;0;0;0;0;0;0;0;0;4;4;4;9;8;2;1;18;5;8;1;0;0;56;43;13;0;0;0;6;12;6;14;14;3;1;30;10;14;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;56;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;5;0;48;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21875;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3516200;0;2;1;4;2;89379;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;9;7;0;0;12;6;0;0;6;0;0;0;4;0;0;0;7;3;2;2;2;0;0;9;1;4;0;0;2;9;4;5;0;0;0;3;1;2;1;2;0;0;6;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;9;0;0;0;0;0;0;0;10;0;0;0;0;10;0;0;10;0;6;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4375;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3516200;0;2;1;4;2;1420105;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;12;7;0;0;9;9;0;0;0;0;0;0;10;0;0;0;8;1;4;3;2;1;0;12;0;1;0;0;6;11;8;3;0;0;0;5;0;3;1;1;1;0;7;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;11;0;0;0;0;0;0;0;12;0;0;0;0;12;0;0;12;0;8;0;0;0;0;8;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;4;0;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2631578947368421;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3516200;0;2;1;4;2;106683;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;15;6;0;0;11;11;2;0;8;0;0;0;10;0;0;0;2;4;1;4;9;1;0;13;2;3;0;0;3;37;22;15;0;0;0;9;5;4;5;11;3;0;28;1;3;0;0;5;10;7;3;0;0;0;3;1;1;0;3;2;0;8;0;1;0;0;1;21;0;37;0;10;0;1;0;1;1;2;0;0;0;0;2;1;0;0;1;9;0;0;0;0;9;1;0;2;6;2;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;0;31;6;0;6;4;0;0;0;0;0;0;0;0;0;17;6;12;5;0;0;0;0;0.6190476190476191;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3516200;0;2;1;4;2;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;5;0;0;12;10;0;0;2;0;0;0;3;0;0;0;5;5;2;1;2;0;0;11;0;2;0;0;2;25;18;7;0;0;0;5;2;10;2;6;0;0;16;1;5;0;1;2;2;2;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;15;0;25;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;0;23;2;0;2;0;0;0;0;0;0;23;11;21;2;34;15;25;2;0;0;0;0;0.6;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3516200;0;2;1;5;2;1487109;"""0115L07""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;0;0;11;11;0;0;0;0;0;0;0;0;0;0;1;1;0;3;6;0;0;8;1;1;1;0;0;9;9;0;0;0;0;1;1;0;2;5;0;0;7;0;1;1;0;0;5;5;0;0;0;0;1;1;0;1;2;0;0;5;0;0;0;0;0;11;0;9;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;7;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18181818181818182;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3516309;0;2;1;2;1;1522594;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;8;6;0;0;14;14;0;0;0;0;0;0;0;0;0;0;1;1;2;3;6;1;0;5;2;7;0;0;0;32;25;7;0;0;0;2;4;2;9;12;3;0;10;7;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;32;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;30;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0.2857142857142857;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3516408;0;2;1;2;1;1522594;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8;3;0;0;11;11;0;0;0;0;0;0;0;0;0;0;1;0;1;3;6;0;0;7;0;3;1;0;0;26;18;8;0;0;0;0;4;3;6;11;2;0;17;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5454545454545454;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3518404;0;2;1;2;1;1522594;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;12;4;0;0;16;16;0;0;0;0;0;0;0;0;0;0;4;3;2;3;3;1;0;6;3;7;0;0;0;31;21;10;0;0;0;4;3;8;6;7;1;2;16;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.375;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3518404;0;2;1;4;2;103344;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8;3;0;0;8;8;0;0;8;0;0;0;3;0;0;0;2;5;2;1;1;0;0;8;1;2;0;0;0;12;7;5;0;0;0;4;4;2;0;1;1;0;9;1;2;0;0;0;4;2;2;0;0;0;2;1;0;0;0;1;0;3;0;1;0;0;0;11;0;12;0;4;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;2;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;10;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7272727272727273;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3518701;0;2;1;2;1;1522594;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;13;7;0;0;20;20;0;0;0;0;0;0;0;0;0;0;2;3;3;1;6;4;1;8;4;8;0;0;0;31;20;11;0;0;0;5;4;5;2;9;5;1;13;6;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;0;26;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.25;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35;3518800;0;2;1;2;1;1522594;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;20;12;0;0;32;32;0;0;0;0;0;0;0;0;0;0;8;8;1;5;6;3;1;18;1;13;0;0;0;40;25;15;0;0;0;7;10;3;6;10;3;1;20;3;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;5;0;30;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0.34375;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
